"Type","ID","Description","geneID"
"GO","GO:0032606","type I interferon production","CYLD/OAS1/ZC3HAV1/IRF1/IRF7/ISG15/STAT1/OAS3/IFIH1/OAS2/RIPK2/DHX58/TRIM21/TRIM38/MYD88/ZBTB20/DHX36/REL/RELB/TRAF3/TICAM1/SETD2/XAF1/NMI/IKBKE/TLR3/GPATCH3/TRAF6/MORC3/STING1/GBP7/ARRDC4/TLR4"
"GO","GO:0071774","response to fibroblast growth factor","CCN2/THBS1/FRS2/PRKD2/CCL5/CXCL8/CCL2/CD44/KDM5B/GATA3/FLRT3/SPRY2/EXT1/ZFP36/NR4A1/TNC/IER2/COL1A1/FGFBP1/FGFR3/EGR3/ZFP36L1/SPRY1/FGF2/SPRY4/NDST1/FGF19/APLN/FGFR1/HYAL1/CASR/FGF1/CREB3L1"
"GO","GO:0051216","cartilage development","CCN2/RARA/CCN1/BMP2/SOX9/CD44/FOSL2/EDN1/GATA3/MEF2D/SMAD7/EXT1/TRPS1/PBXIP1/NFATC2/RUNX1/ZEB1/SCIN/COL1A1/TGFBI/FGFR3/SOX6/CHSY1/RARB/FGF2/MEF2C/ARID5A/LOXL2/WNT2B/PTHLH/OSR2/HMGA2/RUNX3/SLC26A2/SNAI1/MMP13/COL11A2/PKDCC/CHST11/HOXA3/THBS3/GPLD1/MSX1/HYAL1/HOXA5/DLX2/SMPD3"
"GO","GO:0018212","peptidyl-tyrosine modification","ABL2/NEDD9/PARP14/HES1/IL6/RIPK2/ERRFI1/PARP9/RICTOR/CCL5/PDGFB/DYRK1A/ZNF592/CD44/HBEGF/SOCS3/IFNL1/LYN/CLK4/ITGA5/EPHA4/JAK2/CBLB/IL12A/TNF/IL11/FGFR3/PRKCE/SOCS1/CLK1/EPHB2/NOD2/ISL1/LIF/TNFRSF14/CSF2/ERBB3/PTK6/EFNA1/SPINK1/KITLG/MIF/SAMSN1/ADRA2A/CSF3/CBL/PDGFA/CBLC/IL7/PKDCC/RELN/IL15/TEK/ACE/CASS4/DDR2/FGFR1/PRLR"
"GO","GO:0002752","cell surface pattern recognition receptor signaling pathway","OAS1/IRAK2/PIK3AP1/NR1D1/NFKBIA/TNFAIP3/RIPK2/PELI1/IFI35/MYD88/PIK3R1/LYN/F2RL1/NMI/CYBA/TRAF6/PRKCE/NOD2/TLR6/BPIFB1/TLR4/TLR1/COLEC10"
"GO","GO:0140888","interferon-mediated signaling pathway","OAS1/SAMHD1/PARP14/IRF1/IRF7/ISG15/STAT1/OAS3/STAT2/IFIH1/OAS2/NLRC5/USP18/PARP9/MYD88/ZBP1/SP100/TRAF3/IFNL1/IFITM3/IFITM2/IFITM1/IFNL3/IKBKE/JAK2/IFI27/IFNB1/IFNL2/STING1/TRIM6"
"GO","GO:0090130","tissue migration","THBS1/RHOB/ZC3H12A/PLK2/KLF4/PRKD2/EPHA2/ANXA1/PDGFB/DUSP10/HDAC9/SOX9/GRHL2/EDN1/HBEGF/SP100/GATA3/STARD13/PTGS2/ADAMTS9/RREB1/GADD45A/TMSB4X/EFNB2/NR4A1/PFN1/NFE2L2/CORO1B/S100P/TNF/ZEB2/FGFBP1/CYP1B1/PRKCE/ID1/CIB1/HAS2/FOXP1/SIRT1/EGR3/VEGFC/FGF2/MEF2C/PLEKHG5/TGFB2/MCC/LOXL2/S100A2/IRS2/FERMT1/FAP/NOS3/EFNA1/PRKD1/KITLG/SLIT2/JCAD/SNAI1/APOE/ADGRA2/ACTA1/ANGPT2/BCAS3/TEK/GPLD1/PROX1/FGFR1/HYAL1/FGF1/EDN2/HDAC5/FAT2/PTN"
"GO","GO:0002220","innate immune response activating cell surface receptor signaling pathway","OAS1/IRAK2/PIK3AP1/NR1D1/NFKBIA/TNFAIP3/RIPK2/PELI1/IFI35/MYD88/CREBBP/PIK3R1/EP300/LYN/F2RL1/NMI/CYBA/TRAF6/PRKCE/NOD2/CLEC7A/TLR6/BPIFB1/TLR4/PAK3/TLR1/COLEC10"
"GO","GO:0032609","type II interferon production","RARA/INHBA/BCL3/ZC3H12A/ISG15/RIPK2/LGALS9/CD274/GATA3/IFNL1/FZD5/PDE4D/F2RL1/VSIR/TLR3/JAK2/IL12A/TNF/PDE4B/NOD2/ISL1/ARID5A/PGLYRP2/IL20RB/CLEC7A/LGALS9C/IL18R1/IL33/TLR4/PDCD1LG2/LTA/NR1H4"
"GO","GO:0032649","regulation of type II interferon production","RARA/INHBA/BCL3/ZC3H12A/ISG15/RIPK2/LGALS9/CD274/GATA3/IFNL1/FZD5/PDE4D/F2RL1/VSIR/TLR3/JAK2/IL12A/TNF/PDE4B/NOD2/ISL1/ARID5A/PGLYRP2/IL20RB/CLEC7A/LGALS9C/IL18R1/IL33/TLR4/PDCD1LG2/LTA/NR1H4"
"GO","GO:0090132","epithelium migration","THBS1/RHOB/ZC3H12A/PLK2/KLF4/PRKD2/EPHA2/ANXA1/PDGFB/DUSP10/HDAC9/SOX9/GRHL2/EDN1/HBEGF/SP100/GATA3/STARD13/PTGS2/ADAMTS9/RREB1/GADD45A/TMSB4X/EFNB2/NR4A1/PFN1/NFE2L2/CORO1B/S100P/TNF/ZEB2/FGFBP1/CYP1B1/PRKCE/ID1/CIB1/HAS2/FOXP1/SIRT1/EGR3/VEGFC/FGF2/MEF2C/PLEKHG5/TGFB2/MCC/LOXL2/S100A2/IRS2/FERMT1/FAP/NOS3/EFNA1/PRKD1/KITLG/SLIT2/JCAD/SNAI1/APOE/ADGRA2/ANGPT2/BCAS3/TEK/GPLD1/PROX1/FGFR1/HYAL1/FGF1/EDN2/HDAC5/FAT2/PTN"
"GO","GO:0071706","tumor necrosis factor superfamily cytokine production","RARA/THBS1/BCL3/OAS1/ZC3H12A/TNFAIP3/OAS3/CX3CL1/IFIH1/IL6/OAS2/RIPK2/MYD88/ZBTB20/LGALS9/PIK3R1/CD274/BCL10/IL1A/ZFP36/TICAM1/FZD5/VSIR/TSPO/TLR3/CYBA/JAK2/RIPK1/FOXP1/EPHB2/NOD2/ISL1/NOD1/ARID5A/NFATC4/MIF/CLEC7A/ADAM8/IL33/TLR4/AGER/MC1R/TLR1/NR1H4"
"GO","GO:1903555","regulation of tumor necrosis factor superfamily cytokine production","RARA/THBS1/BCL3/OAS1/ZC3H12A/TNFAIP3/OAS3/CX3CL1/IFIH1/IL6/OAS2/RIPK2/MYD88/ZBTB20/LGALS9/PIK3R1/CD274/BCL10/IL1A/ZFP36/TICAM1/FZD5/VSIR/TSPO/TLR3/CYBA/JAK2/RIPK1/FOXP1/EPHB2/NOD2/ISL1/NOD1/ARID5A/NFATC4/MIF/CLEC7A/ADAM8/IL33/TLR4/AGER/MC1R/TLR1/NR1H4"
"GO","GO:0034341","response to type II interferon","PARP14/GBP1/IRF1/GBP4/STAT1/CX3CL1/NLRC5/PARP9/TRIM21/CCL5/LGALS9/CCL2/EDN1/SP100/NUB1/SHFL/IFITM3/IFITM2/CIITA/IFITM1/ACTG1/TLR3/JAK2/CCL20/BST2/TNF/ASS1/GBP7/AQP4/GBP5/STX8/CDC42EP4/MRC1/TLR4/ADAMTS13/GBP6"
"GO","GO:0070661","leukocyte proliferation","CD24/CSF1/HES1/TNFAIP3/IRF1/CX3CL1/IL6/RIPK2/PELI1/ANXA1/CCL5/MYD88/LGALS9/CD274/RC3H1/FOSL2/IDO1/IL1A/JUNB/IKZF3/MARCHF7/LGALS3/LYN/TICAM1/BCL6/F2RL1/NFKBIZ/NFATC2/ZNF335/VTCN1/VSIR/CDKN1A/JAK2/TRAF6/CBLB/IL12A/CD38/BST2/IFNB1/TNFRSF9/AHR/IL4I1/PRDX2/EPHB2/TNFSF13B/MEF2C/TNFRSF14/CSF2/IRS2/IL20RB/KITLG/MIF/LST1/TNFSF9/LGALS9C/VCAM1/IL7/NPR3/PRKCQ/IL15/ACE/IL33/TLR4/SPTA1/AGER/PDCD1LG2/PRLR/PLCL2"
"GO","GO:0048545","response to steroid hormone","THBS1/FOSB/INHBA/NR3C1/NR1D1/PER1/FOS/NEDD4/IL6/ANXA1/ARID1A/FOSL2/EDN1/AKR1C3/EP300/PTGS2/TXNIP/ATP1A1/ZFP36/WBP2/FOSL1/PDE3A/CDKN1A/TSPO/STRN3/JAK2/CD38/TNF/NEFL/COL1A1/SCNN1A/SSTR2/NKX3-1/UGT1A1/CYP1B1/SDC1/SGK1/FOXP1/SIRT1/NR4A3/ZFP36L1/CALCOCO1/ISL1/ASS1/ADM/ABCA2/NR3C2/TGFB2/TRERF1/PCK1/ABHD2/UCP3/SLIT2/AVPR1A/ZMIZ1/PTGER2/ACTA1/BCKDHB/ACE/OXTR/ESR1/AQP1/TP63/UCN3/KLF9"
"GO","GO:0032731","positive regulation of interleukin-1 beta production","IL6/RIPK2/IFI16/EGR1/MYD88/LGALS9/FZD5/PANX1/F2RL1/JAK2/TNF/NLRP3/NOD2/ISL1/NOD1/NAIP/GBP5/CLEC7A/TLR6/TLR4/AGER"
"GO","GO:0032481","positive regulation of type I interferon production","OAS1/ZC3HAV1/IRF1/IRF7/ISG15/STAT1/OAS3/IFIH1/OAS2/RIPK2/DHX58/MYD88/ZBTB20/DHX36/TRAF3/TICAM1/SETD2/IKBKE/TLR3/TRAF6/STING1/ARRDC4/TLR4"
"GO","GO:0051092","positive regulation of NF-kappaB transcription factor activity","IRAK2/TRIM22/CX3CL1/PRKD2/RIPK2/TRIM21/TRAF1/RIPK4/TRIM38/MYD88/LGALS9/EIF2AK2/BCL10/TRIM5/EP300/TICAM1/RTKN2/TRAF6/RIPK1/TNF/CIB1/NLRP3/LAMTOR5/NOD2/NOD1/PRKD1/CLEC7A/ADAM8/IL18R1/TLR6/SPHK1/PRKCQ/RFPL1/TLR4/AGER/TRIM6/RHEBL1"
"GO","GO:1990830","cellular response to leukemia inhibitory factor","KLF4/ICAM1/PML/MTF2/ARID5B/SPOCK2/KDM5B/SOCS3/RIF1/SPRY2/SMAD7/CREB1/B3GNT2/SRSF7/RFX2/SIRT1/VEGFC/MAT2A/INA/BCAT2/NFYB/SPRY4/NR5A2/PMM1/LRAT/GLDC/TEX14/CACNB4/NEFH"
"GO","GO:0051091","positive regulation of DNA-binding transcription factor activity","IRAK2/TRIM22/CX3CL1/PRKD2/IL6/TRIM26/RIPK2/TRIM21/TRAF1/RIPK4/TRIM38/BMP2/MYD88/LGALS9/EIF2AK2/ARID5B/EDN1/BCL10/TRIM5/EP300/TICAM1/RTKN2/IKBKE/TRAF6/RIPK1/TNF/CIB1/STING1/NLRP3/LAMTOR5/NOD2/NOD1/PRKD1/CLEC7A/ADAM8/CSF3/IL18R1/TLR6/RELN/SPHK1/PRKCQ/RFPL1/TRIM31/TLR4/DDR2/ADCY1/ESR1/AGER/TRIM6/HDAC5/NKX6-1/RHEBL1"
"GO","GO:0140374","antiviral innate immune response","OAS1/IFIT3/IFIT2/IFIT1/IFIH1/DHX58/USP18/MX1/CXCL10/EIF2AK2/ZBP1/TRAF6/MORC3/SENP7/TNF/STING1/TRIM31/TRIM6"
"GO","GO:0010631","epithelial cell migration","THBS1/RHOB/ZC3H12A/PLK2/KLF4/PRKD2/EPHA2/ANXA1/PDGFB/DUSP10/HDAC9/SOX9/EDN1/HBEGF/SP100/GATA3/STARD13/PTGS2/ADAMTS9/RREB1/GADD45A/TMSB4X/EFNB2/NR4A1/PFN1/NFE2L2/CORO1B/S100P/TNF/ZEB2/FGFBP1/CYP1B1/PRKCE/ID1/CIB1/HAS2/FOXP1/SIRT1/EGR3/VEGFC/FGF2/MEF2C/PLEKHG5/TGFB2/MCC/LOXL2/S100A2/IRS2/FERMT1/FAP/NOS3/EFNA1/PRKD1/KITLG/SLIT2/JCAD/SNAI1/APOE/ADGRA2/ANGPT2/BCAS3/TEK/GPLD1/PROX1/FGFR1/HYAL1/FGF1/EDN2/HDAC5/FAT2/PTN"
"GO","GO:0006979","response to oxidative stress","RHOB/JUN/ZC3H12A/PNPT1/NCOA7/TNFAIP3/STAT1/FOS/IL6/ANXA1/EDN1/IL1A/MTF1/PTGS2/TXNIP/PLK3/RCAN1/KDM6B/NET1/SLC7A11/CPEB2/FOSL1/RBPMS/ERCC6L2/NFE2L2/GPX2/JAK2/PYCR1/ABCC1/FOXO1/CD38/ERCC6/RIPK1/MAP2K4/KLF2/COL1A1/SIRT2/ALDH3B1/TRAP1/CYP1B1/NR4A2/MMP14/SDC1/NAPRT/FOXP1/SIRT1/RAD52/DHRS2/PRDX2/DUOX1/MPV17/MGAT3/FOXO4/GGT7/ANKZF1/NOS3/UCP3/TMEM161A/PRKD1/ALOX5/PNKP/OXR1/ROMO1/RBM11/APOE/SPHK1/DDR2/SELENOP/UCP2/AQP1/TLDC2/HYAL1/TP53INP1/SMPD3/PRKN"
"GO","GO:0046631","alpha-beta T cell activation","RARA/PTGER4/BCL3/ZC3H12A/RSAD2/IRF1/IL6/RIPK2/ANXA1/LGALS9/CD274/RC3H1/RELB/FOSL2/SOCS3/GATA3/JUNB/SMAD7/BCL6/NFKBIZ/RUNX1/VSIR/JAK2/CD83/CBLB/IL12A/PRDM1/SOCS1/FOXP1/NLRP3/TNFRSF14/BRAF/LOXL3/RUNX3/LGALS9C/IL18R1/PRKCQ/IL15/HLX/AGER/ENTPD7/RORA"
"GO","GO:0050920","regulation of chemotaxis","THBS1/SEMA7A/DUSP1/NEDD9/CSF1/SEMA3A/PRKD2/IL6/CCL5/PDGFB/CXCL8/CXCL10/LGALS9/CCL2/EDN1/LYN/TMSB4X/EFNB2/F2RL1/MYCBP2/F3/SERPINE1/LPAR1/IL12A/CCR1/CORO1B/TNFAIP6/SEMA3D/NOD2/VEGFC/FGF2/SEMA4G/MTUS1/CXCR4/RIPOR2/PRKD1/MIF/SLIT2/PLXNA3/ADGRA2/RARRES2/ANGPT2/CXCL17/DAPK2/AGER/FGFR1/CASR/FGF1/EDN2/PTN"
"GO","GO:2000514","regulation of CD4-positive alpha-beta T cell activation","RARA/ZC3H12A/RIPK2/ANXA1/LGALS9/CD274/RC3H1/GATA3/JUNB/SMAD7/BCL6/NFKBIZ/RUNX1/VSIR/CD83/CBLB/SOCS1/NLRP3/LOXL3/RUNX3/LGALS9C/PRKCQ/HLX/AGER"
"GO","GO:0061448","connective tissue development","CCN2/RARA/CCN1/CSF1/ARRDC3/EGR1/BMP2/PDGFB/ARID5B/SOX9/CD44/FOSL2/EDN1/GATA3/SLC25A25/MEF2D/SMAD7/EXT1/TRPS1/PBXIP1/NFATC2/RUNX1/RASAL2/ZEB1/KLF7/SCIN/COL1A1/TGFBI/FGFR3/SOX6/SIRT1/CHSY1/RARB/FGF2/MEF2C/ARID5A/LOXL2/WNT2B/PTHLH/OSR2/HMGA2/RUNX3/SLC26A2/SNAI1/MMP13/COL11A2/PKDCC/CHST11/HOXA3/THBS3/GPLD1/MSX1/HYAL1/CASR/HOXA5/DLX2/NR1H4/SMPD3"
"GO","GO:2001236","regulation of extrinsic apoptotic signaling pathway","THBS1/INHBA/CYLD/TNFSF10/ICAM1/TNFAIP3/CX3CL1/IFI6/ATF3/PML/TRAF1/PMAIP1/SKIL/BCL10/IL1A/TIMP3/SP100/LGALS3/PHIP/EYA1/TCF7L2/CTTN/SERPINE1/EYA4/RIPK1/TNF/PRDX2/CSF2/LTB/ITPRIP/NOS3/TLR6/FGB/BCL2L14/RET/IL7/TLR4/FGFR1"
"GO","GO:0002697","regulation of immune effector process","RARA/SEMA7A/ZC3H12A/RSAD2/ICAM1/TMBIM6/IL6/RIPK2/DHX58/ANXA1/MYD88/LGALS9/DHX36/ANKRD17/DUSP10/TAP2/DDX60/RC3H1/CD59/BCL10/RIF1/GATA3/JUNB/LGALS3/SMAD7/IFNL1/LYN/TICAM1/FZD5/BCL6/HLA-F/PANX1/F2RL1/NFKBIZ/FBXO38/TLR3/KLK7/TRAF6/IL12A/BST2/TNF/IFNB1/ITGAM/MYO18A/AHR/SIRT1/NR4A3/IL4I1/NLRP3/EPHB2/NOD2/NOD1/TNFRSF14/TGFB2/PCK1/ARID5A/RAET1L/LOXL3/PGLYRP2/IL20RB/MIF/CLEC7A/IL18R1/HLX/ULBP1/IL33/TLR4/AGER/LTA/KMT5C/TRIM6/COLEC10/ADORA2B"
"GO","GO:0002292","T cell differentiation involved in immune response","RARA/PTGER4/BCL3/ZC3H12A/IL6/RIPK2/ANXA1/LGALS9/RC3H1/RELB/SOCS3/GATA3/JUNB/SMAD7/IFNL1/BCL6/NFKBIZ/FOXP1/NLRP3/PCK1/LOXL3/IL18R1/HLX/ENTPD7/RORA"
"GO","GO:0048660","regulation of smooth muscle cell proliferation","THBS1/JUN/FRS2/TNFAIP3/STAT1/CX3CL1/IGFBP3/TRIB1/IL6/CCL5/BMP2/PDGFB/MYD88/EDN1/HBEGF/PTGS2/MEF2D/TCF7L2/GNA13/CDKN1A/ADAMTS1/JAK2/IL12A/TNF/EREG/FOXP1/NR4A3/PDCD4/FGF2/MEF2C/NOTCH3/NOS3/APOE/APLN/TLR4/DDR2/CALCRL/ZNF143/ANG/SMPD3"
"GO","GO:0051897","positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","THBS1/PIK3AP1/CX3CL1/NEDD4/RICTOR/CCL5/PDGFB/SOX9/AKR1C3/HBEGF/GATA3/SPRY2/F2RL1/TCF7L2/F3/JAK2/TNF/NKX3-1/AKR1C2/MYDGF/SIRT1/FGF2/TGFB2/LRP2/ERBB3/ADAM8/CSF3/CBL/RET/PDGFA/TEK/ERFE/CASS4/MST1R/DDR2/FGFR1/MC1R/C1QTNF12/RASD2/GDF15"
"GO","GO:0032608","interferon-beta production","OAS1/IRF1/IRF7/ISG15/OAS3/IFIH1/OAS2/RIPK2/TRIM38/ZBTB20/REL/RELB/TRAF3/TICAM1/NMI/TLR3/MORC3/STING1/ARRDC4/TLR4"
"GO","GO:0032648","regulation of interferon-beta production","OAS1/IRF1/IRF7/ISG15/OAS3/IFIH1/OAS2/RIPK2/TRIM38/ZBTB20/REL/RELB/TRAF3/TICAM1/NMI/TLR3/MORC3/STING1/ARRDC4/TLR4"
"GO","GO:0051056","regulation of small GTPase mediated signal transduction","ABL2/CSF1/TRIO/DLC1/ARHGAP17/PLEKHG3/STARD13/SPRY2/BCL6/RASGRF2/TIAM2/F2RL1/NET1/DNMBP/GNA13/ARHGAP24/PRAG1/LPAR1/STMN1/FGD4/FLCN/ARHGAP42/EPS8L3/EPS8L1/EPHB2/SPRY1/SRGAP2/ARHGDIB/SPRY4/PLEKHG5/FAM13B/SIPA1L2/TGFB2/DENND3/SPATA13/ARHGEF9/PREX1/PLEKHG6/RIPOR2/CHN1/KITLG/SLIT2/CBL/FBP1/FBXO8/ARHGAP22/CYTH4/APOE/KALRN/TAGAP/RELN/ABCA1/RALGPS1/FGD3/RASGEF1A/LPAR6/ARHGEF25/ARHGAP40/HEG1"
"GO","GO:0046632","alpha-beta T cell differentiation","RARA/PTGER4/BCL3/ZC3H12A/RSAD2/IRF1/IL6/RIPK2/ANXA1/LGALS9/RC3H1/RELB/FOSL2/SOCS3/GATA3/JUNB/SMAD7/BCL6/NFKBIZ/RUNX1/CD83/PRDM1/SOCS1/FOXP1/NLRP3/BRAF/LOXL3/RUNX3/IL18R1/HLX/ENTPD7/RORA"
"GO","GO:0007264","small GTPase mediated signal transduction","RHOB/ABL2/PLK2/RND3/CSF1/TRIO/DLC1/RASGRP3/ARHGAP17/PLEKHG3/RASGEF1B/STARD13/SPRY2/NUCB1/BCL6/RASGRF2/TIAM2/CDC42EP3/F2RL1/NET1/RRAD/RAPGEF2/RND1/DNMBP/GNA13/ARHGAP24/CDKN1A/PRAG1/LPAR1/BCAR3/STMN1/FGD4/FLCN/ARHGAP42/RAB30/EPS8L3/EPS8L1/DOCK4/EPHB2/SPRY1/FGF2/RGL1/SRGAP2/ARHGDIB/SPRY4/PLEKHG5/FAM13B/SIPA1L2/TGFB2/KSR1/DENND3/SPATA13/RHOT2/ARHGEF9/PREX1/PLEKHG6/RIPOR2/CHN1/KITLG/SLIT2/ADRA2A/PLEKHG7/RGL3/CBL/CDC42EP4/FBP1/FBXO8/ARHGAP22/CDC42EP5/CYTH4/APOE/KALRN/TAGAP/RELN/ABCA1/PLD1/RALGPS1/FGD3/RASGEF1A/LPAR6/ARHGAP33/ARHGEF25/ARHGAP40/RHEBL1/RAB9B/HEG1/RAPGEF3"
"GO","GO:0098781","ncRNA transcription","RARA/MYC/JUN/NR3C1/KLF4/FOS/EGR1/ZC3H4/BMP2/PDGFB/GATA6/ELL2/SOX9/GATA3/MRTFA/NFATC2/FOSL1/IPPK/NOP53/USPL1/ERCC6/POLR1B/TNF/SNAPC4/FGF2/TGFB2/SNAPC1/NFATC4/NIFK/APLN/POLR2L/ESR1/ZNF143/ANG"
"GO","GO:0002294","CD4-positive alpha-beta T cell differentiation involved in immune response","RARA/PTGER4/BCL3/ZC3H12A/IL6/RIPK2/ANXA1/LGALS9/RC3H1/RELB/SOCS3/GATA3/JUNB/SMAD7/BCL6/NFKBIZ/FOXP1/NLRP3/LOXL3/IL18R1/HLX/ENTPD7/RORA"
"GO","GO:0003007","heart morphogenesis","CCN1/HES1/DLC1/BMP2/GATA6/SOX9/GRHL2/EDN1/GATA3/SMAD7/EXT1/EYA1/NIPBL/APC/C2CD3/CHD7/TMED2/NRG1/ADAMTS1/ARID2/ANKRD1/HAS2/CITED2/PDCD4/SPRY1/PRICKLE1/ISL1/MEF2C/PIM1/TGFB2/LRP2/TBX3/NOS3/EFNA1/SOX4/SLIT2/SIX1/MYLK2/SNAI1/ZMIZ1/DCHS1/TBX20/TEK/PTCH1/DHRS3/RNF207/TBX6/RYR2/MSX1/PROX1/VANGL2/PITX2/GATA4/HEG1"
"GO","GO:2000515","negative regulation of CD4-positive alpha-beta T cell activation","ZC3H12A/ANXA1/LGALS9/CD274/RC3H1/SMAD7/BCL6/RUNX1/VSIR/CBLB/LOXL3/RUNX3/LGALS9C/HLX"
"GO","GO:0043370","regulation of CD4-positive alpha-beta T cell differentiation","RARA/ZC3H12A/RIPK2/ANXA1/LGALS9/RC3H1/GATA3/JUNB/SMAD7/BCL6/NFKBIZ/RUNX1/CD83/SOCS1/NLRP3/LOXL3/RUNX3/HLX"
"GO","GO:0030330","DNA damage response signal transduction by p53 class mediator","BCL3/PLK2/PML/DYRK1A/PMAIP1/CD44/SP100/PLK3/MARCHF7/CDKN1A/PPM1D/ANKRD1/BRCA2/NDRG1/SIRT1/SOX4/MIF/ZNF385A/SNAI1/MUC1/MSX1"
