"Type","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO","GO:1903034","regulation of response to wounding","42/2030","173/18870",3.00701690111786e-07,1.89726940055794e-05,1.40238605393962e-05,"THBS1/KLF4/TNFAIP3/PLAUR/ANXA2/ANXA1/PDGFB/TSPAN8/EDN1/HBEGF/LRIG2/RREB1/F2RL1/SH2B3/EPHA4/F3/ACTG1/SERPINE1/NFE2L2/TNF/CLDN3/PRKCE/PRDX2/EPHB2/FGF2/DUOX1/BRAF/VKORC1/FERMT1/FAP/SRSF6/CXCR4/NOS3/ALOX5/CLEC7A/ADRA2A/FGB/PDGFA/APOE/IL33/DDR2/PTN",42
"GO","GO:0002685","regulation of leukocyte migration","51/2030","230/18870",3.68270739482532e-07,2.29939042964406e-05,1.69961791938813e-05,"THBS1/DUSP1/PTGER4/ABL2/NEDD9/CSF1/ICAM1/CX3CL1/IL6/ANXA1/CCL5/CXCL8/MYD88/CXCL10/LGALS9/CCL2/PIK3R1/EDN1/IL1A/LGALS3/LYN/SPNS2/F2RL1/SERPINE1/IL12A/CCR1/CCL20/TNF/TNFAIP6/GCNT1/MMP14/LRCH1/NOD2/VEGFC/TNFRSF14/CHST4/MTUS1/RIPOR2/KITLG/MIF/SLIT2/ADAM8/RARRES2/CXCL17/IL33/DAPK2/AGER/EDN2/SMPD3/CHST2/PTN",51
"GO","GO:0031667","response to nutrient levels","90/2030","495/18870",3.89531313164251e-07,2.39653237505611e-05,1.77142138043503e-05,"RARA/NUAK2/ZC3H12A/STAT1/FOS/KLF10/AMBRA1/IFI16/ATF3/RICTOR/CXCL10/EIF2AK2/PMAIP1/CREBBP/MBD1/TNRC6A/AKR1C3/BCL10/IL1A/EP300/PTGS2/SLC25A25/ADRB2/ZFP36/TRIM24/IL15RA/NFKBIZ/NUAK1/RASAL2/TNC/ZEB1/CDKN1A/TSPO/NFE2L2/FOXO1/PPM1D/TNF/COL1A1/FLCN/ZEB2/SSTR2/SIRT2/UGT1A1/CYP1B1/CPEB4/SIRT1/CHSY1/MFSD2A/CDKN2B/NOD2/ASS1/ADM/PIM1/GDAP1/PCK1/BMT2/WNT2B/CYP1A1/FOXO4/SLC2A1/UCP3/LRAT/PRKD1/SPINK1/RNF152/CBL/VCAM1/FAS/FBP1/APOE/UCN2/ABCA1/BCKDHB/BCAS3/PLD1/ACE/CASTOR1/UCP2/ADSL/PROX1/CASR/NPRL2/LTA/GATA4/MLXIPL/CYP26A1/GIPR/NR1H4/UCN3/GDF15",90
"GO","GO:0002367","cytokine production involved in immune response","33/2030","122/18870",3.98499773844133e-07,2.39653237505611e-05,1.77142138043503e-05,"SEMA7A/RSAD2/IL6/RIPK2/MYD88/DHX36/BCL10/GATA3/SMAD7/TICAM1/FZD5/BCL6/HLA-F/PANX1/F2RL1/TLR3/TRAF6/BST2/TNF/IFNB1/SIRT1/NR4A3/NLRP3/NOD2/NOD1/TNFRSF14/TGFB2/ARID5A/MIF/CLEC7A/IL18R1/TLR4/TRIM6",33
"GO","GO:0043410","positive regulation of MAPK cascade","87/2030","474/18870",4.00177033986871e-07,2.39653237505611e-05,1.77142138043503e-05,"CCN2/THBS1/SEMA7A/INHBA/ZC3H12A/CD24/FRS2/SEMA3A/ICAM1/CX3CL1/IGFBP3/PRKD2/IL6/RIPK2/CCL5/BMP2/PDGFB/MYD88/LGALS9/EIF2AK2/CCL2/CD44/EDN1/IL1A/TRIM5/ADRB2/SPRY2/GADD45A/F2RL1/RAPGEF2/NRG1/TLR3/JAK2/LPAR1/GADD45B/TRAF6/BCAR3/CCR1/RIPK1/CCL20/MAP2K4/TNF/IL11/FGFR3/PRKCE/MYDGF/CIB1/PRDX2/NOD2/FGF2/LIF/MEF2C/NOD1/TGFB2/KSR1/BRAF/NDST1/MAPK8IP2/PELI2/NAIP/GAREM1/CDK10/EFNA1/MIF/ADRA2A/ADAM8/JCAD/TLR6/ABCA7/FGB/RET/PDGFA/ADRA1B/APOE/FGF19/SPHK1/CXCL17/TEK/MST1R/TLR4/AGER/FGFR1/CASR/GATA4/FGF1/SLC30A10/GDF15",87
"GO","GO:0050671","positive regulation of lymphocyte proliferation","37/2030","145/18870",4.01983405005712e-07,2.39653237505611e-05,1.77142138043503e-05,"CD24/HES1/IL6/RIPK2/PELI1/ANXA1/CCL5/MYD88/LGALS9/CD274/IL1A/TICAM1/BCL6/NFATC2/ZNF335/VTCN1/CDKN1A/JAK2/TRAF6/IL12A/CD38/EPHB2/TNFSF13B/MEF2C/IRS2/KITLG/MIF/TNFSF9/VCAM1/IL7/PRKCQ/IL15/TLR4/SPTA1/AGER/PDCD1LG2/PRLR",37
"GO","GO:0048568","embryonic organ development","84/2030","453/18870",4.06743725723674e-07,2.39653237505611e-05,1.77142138043503e-05,"RARA/CCN1/LRIG3/FRS2/HES1/EPHA2/ALDH1A3/SLC44A4/PDGFB/CXCL8/SOX9/RBBP6/GRHL2/TRA2B/EDN1/SOCS3/GATA3/JUNB/SPRY2/FZD5/GRHL3/SETD2/TRIOBP/SH2B3/EYA1/NIPBL/C2CD3/CHD7/ZEB1/TMED2/SP3/ARID2/TNF/PRDM1/MMP14/SIX4/CITED2/EPHB2/ZFP36L1/RARB/PRICKLE1/USH1C/LIF/ADM/MEF2C/TGFB2/CSF2/NDST1/TBX3/OSR2/HOXB5/NSDHL/EFNA1/FBN2/KITLG/GLI2/SIX1/SNAI1/PDGFA/PKDCC/PBX1/CHST11/TBX20/HOXA3/MMP16/RARRES2/GBX2/HLX/PTCH1/RNF207/TBX6/RYR2/MSX1/PROX1/VANGL2/HYAL1/PITX2/GATA4/HPN/HOXA5/DSCAML1/DLX2/STRA6/CDKN1C",84
"GO","GO:0018108","peptidyl-tyrosine phosphorylation","58/2030","276/18870",4.12948349696277e-07,2.39653237505611e-05,1.77142138043503e-05,"ABL2/NEDD9/PARP14/HES1/IL6/RIPK2/ERRFI1/PARP9/RICTOR/CCL5/PDGFB/DYRK1A/ZNF592/CD44/HBEGF/SOCS3/IFNL1/LYN/CLK4/ITGA5/EPHA4/JAK2/CBLB/IL12A/TNF/IL11/FGFR3/PRKCE/SOCS1/CLK1/EPHB2/NOD2/ISL1/LIF/TNFRSF14/CSF2/ERBB3/PTK6/EFNA1/SPINK1/KITLG/MIF/SAMSN1/ADRA2A/CSF3/CBL/PDGFA/CBLC/IL7/PKDCC/RELN/IL15/TEK/ACE/CASS4/DDR2/FGFR1/PRLR",58
"GO","GO:0045580","regulation of T cell differentiation","43/2030","181/18870",4.14986489056896e-07,2.39653237505611e-05,1.77142138043503e-05,"RARA/ZC3H12A/IRF1/AMBRA1/RIPK2/ACTB/ANXA1/ARID1A/LGALS9/DUSP10/RC3H1/GATA3/JUNB/SMAD7/IFNL1/BCL6/NFKBIZ/RUNX1/VSIR/ZEB1/CD83/ARID2/IFNB1/PRDM1/SOCS1/IL4I1/PRDX2/NLRP3/EGR3/BRAF/PCK1/LOXL3/RUNX3/SOX4/ADAM8/TNFSF9/GLI2/ZMIZ1/IL7/CAMK4/IL15/HLX/PSG9",43
"GO","GO:1901224","positive regulation of non-canonical NF-kappaB signal transduction","23/2030","69/18870",4.16780570853906e-07,2.39653237505611e-05,1.77142138043503e-05,"IFI35/LGALS9/EIF2AK2/RC3H1/EDN1/EP300/RTKN2/NFAT5/TCIM/NMI/TLR3/TRAF6/RIPK1/TNF/PDCD4/NLRP3/NOD2/NOD1/NR3C2/IL18R1/SPHK1/TLR4/AGER",23
"GO","GO:0070371","ERK1 and ERK2 cascade","67/2030","336/18870",4.19812978613433e-07,2.39653237505611e-05,1.77142138043503e-05,"CCN2/MYC/SEMA7A/CCN1/PTGER4/INHBA/FRS2/GBP1/ICAM1/CX3CL1/PRKD2/EPHA2/RIPK2/ATF3/CCL5/BMP2/PDGFB/LGALS9/DUSP5/DUSP10/CCL2/SOX9/CD44/DUSP6/EDN1/IL1A/TIMP3/SPRY2/LYN/DUSP4/F2RL1/RAPGEF2/EPHA4/NRG1/CCR1/CCL20/TNF/GRB10/FLCN/FGFR3/CIB1/EPHB2/ZFP36L1/SPRY1/NOD2/FGF2/LIF/NOD1/BRAF/CNKSR3/GAREM1/MIF/PIN1/ABCA7/FGB/PDGFA/APOE/FGF19/CXCL17/TEK/TLR4/OXTR/AGER/CASR/GATA4/FGF1/SLC30A10",67
"GO","GO:0032760","positive regulation of tumor necrosis factor production","30/2030","106/18870",4.60931327665586e-07,2.60643620568634e-05,1.92657394056053e-05,"THBS1/OAS1/OAS3/IFIH1/IL6/OAS2/RIPK2/MYD88/ZBTB20/LGALS9/PIK3R1/IL1A/TICAM1/FZD5/TLR3/CYBA/JAK2/RIPK1/EPHB2/NOD2/ISL1/NOD1/ARID5A/NFATC4/MIF/CLEC7A/IL33/TLR4/AGER/TLR1",30
"GO","GO:0070555","response to interleukin-1","36/2030","140/18870",4.68871366929078e-07,2.62655604988121e-05,1.941445728878e-05,"ZC3H12A/IRAK2/HES1/NFKB1/GBP1/NR1D1/NFKBIA/CX3CL1/IL6/RIPK2/EGR1/ANXA1/CCL5/CXCL8/MYD88/LGALS9/CCL2/SOX9/RC3H1/EDN1/ZBP1/OTUD4/TRAF6/CD38/CCL20/ANKRD1/KLF2/NKX3-1/HAS2/ZNF675/PCK1/KMO/FGB/PTGIS/HYAL1/RORA",36
"GO","GO:0045637","regulation of myeloid cell differentiation","48/2030","213/18870",4.87283515329192e-07,2.64061680217694e-05,1.95183887753767e-05,"RARA/MYC/INHBA/NEDD9/CSF1/NFKBIA/IRF7/ISG15/STAT1/FOS/KLF10/TRIB1/PIK3R1/TESC/LYN/ZFP36/CREB1/CNOT4/BRD1/RUNX1/ACVR2A/MEIS1/TLR3/H4C14/TRAF6/CCR1/RIPK1/SCIN/TNF/TNFAIP6/CIB1/FOXP1/ZFP36L1/FSTL3/LIF/MEF2C/H4C5/ZNF675/H4C8/KITLG/CSF3/CAMK4/CLDN18/ERFE/TLR4/HOXA5/TMEM178A/L3MBTL1",48
"GO","GO:0032479","regulation of type I interferon production","33/2030","123/18870",4.89003111514248e-07,2.64061680217694e-05,1.95183887753767e-05,"CYLD/OAS1/ZC3HAV1/IRF1/IRF7/ISG15/STAT1/OAS3/IFIH1/OAS2/RIPK2/DHX58/TRIM21/TRIM38/MYD88/ZBTB20/DHX36/REL/RELB/TRAF3/TICAM1/SETD2/XAF1/NMI/IKBKE/TLR3/GPATCH3/TRAF6/MORC3/STING1/GBP7/ARRDC4/TLR4",33
"GO","GO:0032606","type I interferon production","33/2030","123/18870",4.89003111514248e-07,2.64061680217694e-05,1.95183887753767e-05,"CYLD/OAS1/ZC3HAV1/IRF1/IRF7/ISG15/STAT1/OAS3/IFIH1/OAS2/RIPK2/DHX58/TRIM21/TRIM38/MYD88/ZBTB20/DHX36/REL/RELB/TRAF3/TICAM1/SETD2/XAF1/NMI/IKBKE/TLR3/GPATCH3/TRAF6/MORC3/STING1/GBP7/ARRDC4/TLR4",33
"GO","GO:0071774","response to fibroblast growth factor","33/2030","123/18870",4.89003111514248e-07,2.64061680217694e-05,1.95183887753767e-05,"CCN2/THBS1/FRS2/PRKD2/CCL5/CXCL8/CCL2/CD44/KDM5B/GATA3/FLRT3/SPRY2/EXT1/ZFP36/NR4A1/TNC/IER2/COL1A1/FGFBP1/FGFR3/EGR3/ZFP36L1/SPRY1/FGF2/SPRY4/NDST1/FGF19/APLN/FGFR1/HYAL1/CASR/FGF1/CREB3L1",33
"GO","GO:0051216","cartilage development","47/2030","207/18870",5.07156377218645e-07,2.71419225450764e-05,2.00622292454255e-05,"CCN2/RARA/CCN1/BMP2/SOX9/CD44/FOSL2/EDN1/GATA3/MEF2D/SMAD7/EXT1/TRPS1/PBXIP1/NFATC2/RUNX1/ZEB1/SCIN/COL1A1/TGFBI/FGFR3/SOX6/CHSY1/RARB/FGF2/MEF2C/ARID5A/LOXL2/WNT2B/PTHLH/OSR2/HMGA2/RUNX3/SLC26A2/SNAI1/MMP13/COL11A2/PKDCC/CHST11/HOXA3/THBS3/GPLD1/MSX1/HYAL1/HOXA5/DLX2/SMPD3",47
"GO","GO:0018212","peptidyl-tyrosine modification","58/2030","278/18870",5.31098199721629e-07,2.8171704505588e-05,2.08234030985406e-05,"ABL2/NEDD9/PARP14/HES1/IL6/RIPK2/ERRFI1/PARP9/RICTOR/CCL5/PDGFB/DYRK1A/ZNF592/CD44/HBEGF/SOCS3/IFNL1/LYN/CLK4/ITGA5/EPHA4/JAK2/CBLB/IL12A/TNF/IL11/FGFR3/PRKCE/SOCS1/CLK1/EPHB2/NOD2/ISL1/LIF/TNFRSF14/CSF2/ERBB3/PTK6/EFNA1/SPINK1/KITLG/MIF/SAMSN1/ADRA2A/CSF3/CBL/PDGFA/CBLC/IL7/PKDCC/RELN/IL15/TEK/ACE/CASS4/DDR2/FGFR1/PRLR",58
"GO","GO:0002752","cell surface pattern recognition receptor signaling pathway","23/2030","70/18870",5.57951422557751e-07,2.93364984807997e-05,2.1684372461178e-05,"OAS1/IRAK2/PIK3AP1/NR1D1/NFKBIA/TNFAIP3/RIPK2/PELI1/IFI35/MYD88/PIK3R1/LYN/F2RL1/NMI/CYBA/TRAF6/PRKCE/NOD2/TLR6/BPIFB1/TLR4/TLR1/COLEC10",23
"GO","GO:0140888","interferon-mediated signaling pathway","30/2030","107/18870",5.75255389479999e-07,2.99833113438532e-05,2.21624707947031e-05,"OAS1/SAMHD1/PARP14/IRF1/IRF7/ISG15/STAT1/OAS3/STAT2/IFIH1/OAS2/NLRC5/USP18/PARP9/MYD88/ZBP1/SP100/TRAF3/IFNL1/IFITM3/IFITM2/IFITM1/IFNL3/IKBKE/JAK2/IFI27/IFNB1/IFNL2/STING1/TRIM6",30
"GO","GO:0090130","tissue migration","73/2030","380/18870",5.85303820722498e-07,3.02440612190573e-05,2.23552067279582e-05,"THBS1/RHOB/ZC3H12A/PLK2/KLF4/PRKD2/EPHA2/ANXA1/PDGFB/DUSP10/HDAC9/SOX9/GRHL2/EDN1/HBEGF/SP100/GATA3/STARD13/PTGS2/ADAMTS9/RREB1/GADD45A/TMSB4X/EFNB2/NR4A1/PFN1/NFE2L2/CORO1B/S100P/TNF/ZEB2/FGFBP1/CYP1B1/PRKCE/ID1/CIB1/HAS2/FOXP1/SIRT1/EGR3/VEGFC/FGF2/MEF2C/PLEKHG5/TGFB2/MCC/LOXL2/S100A2/IRS2/FERMT1/FAP/NOS3/EFNA1/PRKD1/KITLG/SLIT2/JCAD/SNAI1/APOE/ADGRA2/ACTA1/ANGPT2/BCAS3/TEK/GPLD1/PROX1/FGFR1/HYAL1/FGF1/EDN2/HDAC5/FAT2/PTN",73
"GO","GO:0002220","innate immune response activating cell surface receptor signaling pathway","27/2030","91/18870",6.11068074135627e-07,3.13054874903329e-05,2.31397707965529e-05,"OAS1/IRAK2/PIK3AP1/NR1D1/NFKBIA/TNFAIP3/RIPK2/PELI1/IFI35/MYD88/CREBBP/PIK3R1/EP300/LYN/F2RL1/NMI/CYBA/TRAF6/PRKCE/NOD2/CLEC7A/TLR6/BPIFB1/TLR4/PAK3/TLR1/COLEC10",27
"GO","GO:0032609","type II interferon production","32/2030","119/18870",6.855966142526e-07,3.45333286204209e-05,2.55256625332967e-05,"RARA/INHBA/BCL3/ZC3H12A/ISG15/RIPK2/LGALS9/CD274/GATA3/IFNL1/FZD5/PDE4D/F2RL1/VSIR/TLR3/JAK2/IL12A/TNF/PDE4B/NOD2/ISL1/ARID5A/PGLYRP2/IL20RB/CLEC7A/LGALS9C/IL18R1/IL33/TLR4/PDCD1LG2/LTA/NR1H4",32
"GO","GO:0032649","regulation of type II interferon production","32/2030","119/18870",6.855966142526e-07,3.45333286204209e-05,2.55256625332967e-05,"RARA/INHBA/BCL3/ZC3H12A/ISG15/RIPK2/LGALS9/CD274/GATA3/IFNL1/FZD5/PDE4D/F2RL1/VSIR/TLR3/JAK2/IL12A/TNF/PDE4B/NOD2/ISL1/ARID5A/PGLYRP2/IL20RB/CLEC7A/LGALS9C/IL18R1/IL33/TLR4/PDCD1LG2/LTA/NR1H4",32
"GO","GO:0090132","epithelium migration","72/2030","375/18870",7.12973493417323e-07,3.56130259961953e-05,2.63237318753817e-05,"THBS1/RHOB/ZC3H12A/PLK2/KLF4/PRKD2/EPHA2/ANXA1/PDGFB/DUSP10/HDAC9/SOX9/GRHL2/EDN1/HBEGF/SP100/GATA3/STARD13/PTGS2/ADAMTS9/RREB1/GADD45A/TMSB4X/EFNB2/NR4A1/PFN1/NFE2L2/CORO1B/S100P/TNF/ZEB2/FGFBP1/CYP1B1/PRKCE/ID1/CIB1/HAS2/FOXP1/SIRT1/EGR3/VEGFC/FGF2/MEF2C/PLEKHG5/TGFB2/MCC/LOXL2/S100A2/IRS2/FERMT1/FAP/NOS3/EFNA1/PRKD1/KITLG/SLIT2/JCAD/SNAI1/APOE/ADGRA2/ANGPT2/BCAS3/TEK/GPLD1/PROX1/FGFR1/HYAL1/FGF1/EDN2/HDAC5/FAT2/PTN",72
"GO","GO:0071706","tumor necrosis factor superfamily cytokine production","44/2030","191/18870",7.60825440839633e-07,3.73802269868259e-05,2.76299765357551e-05,"RARA/THBS1/BCL3/OAS1/ZC3H12A/TNFAIP3/OAS3/CX3CL1/IFIH1/IL6/OAS2/RIPK2/MYD88/ZBTB20/LGALS9/PIK3R1/CD274/BCL10/IL1A/ZFP36/TICAM1/FZD5/VSIR/TSPO/TLR3/CYBA/JAK2/RIPK1/FOXP1/EPHB2/NOD2/ISL1/NOD1/ARID5A/NFATC4/MIF/CLEC7A/ADAM8/IL33/TLR4/AGER/MC1R/TLR1/NR1H4",44
"GO","GO:1903555","regulation of tumor necrosis factor superfamily cytokine production","44/2030","191/18870",7.60825440839633e-07,3.73802269868259e-05,2.76299765357551e-05,"RARA/THBS1/BCL3/OAS1/ZC3H12A/TNFAIP3/OAS3/CX3CL1/IFIH1/IL6/OAS2/RIPK2/MYD88/ZBTB20/LGALS9/PIK3R1/CD274/BCL10/IL1A/ZFP36/TICAM1/FZD5/VSIR/TSPO/TLR3/CYBA/JAK2/RIPK1/FOXP1/EPHB2/NOD2/ISL1/NOD1/ARID5A/NFATC4/MIF/CLEC7A/ADAM8/IL33/TLR4/AGER/MC1R/TLR1/NR1H4",44
"GO","GO:0034341","response to type II interferon","36/2030","143/18870",8.15558631922204e-07,3.97435645507454e-05,2.93768616325251e-05,"PARP14/GBP1/IRF1/GBP4/STAT1/CX3CL1/NLRC5/PARP9/TRIM21/CCL5/LGALS9/CCL2/EDN1/SP100/NUB1/SHFL/IFITM3/IFITM2/CIITA/IFITM1/ACTG1/TLR3/JAK2/CCL20/BST2/TNF/ASS1/GBP7/AQP4/GBP5/STX8/CDC42EP4/MRC1/TLR4/ADAMTS13/GBP6",36
"GO","GO:0070661","leukocyte proliferation","68/2030","350/18870",9.27163645623961e-07,4.48178942892744e-05,3.31276042820989e-05,"CD24/CSF1/HES1/TNFAIP3/IRF1/CX3CL1/IL6/RIPK2/PELI1/ANXA1/CCL5/MYD88/LGALS9/CD274/RC3H1/FOSL2/IDO1/IL1A/JUNB/IKZF3/MARCHF7/LGALS3/LYN/TICAM1/BCL6/F2RL1/NFKBIZ/NFATC2/ZNF335/VTCN1/VSIR/CDKN1A/JAK2/TRAF6/CBLB/IL12A/CD38/BST2/IFNB1/TNFRSF9/AHR/IL4I1/PRDX2/EPHB2/TNFSF13B/MEF2C/TNFRSF14/CSF2/IRS2/IL20RB/KITLG/MIF/LST1/TNFSF9/LGALS9C/VCAM1/IL7/NPR3/PRKCQ/IL15/ACE/IL33/TLR4/SPTA1/AGER/PDCD1LG2/PRLR/PLCL2",68
"GO","GO:0048545","response to steroid hormone","65/2030","330/18870",9.7534998936177e-07,4.62463655823164e-05,3.4183473427106e-05,"THBS1/FOSB/INHBA/NR3C1/NR1D1/PER1/FOS/NEDD4/IL6/ANXA1/ARID1A/FOSL2/EDN1/AKR1C3/EP300/PTGS2/TXNIP/ATP1A1/ZFP36/WBP2/FOSL1/PDE3A/CDKN1A/TSPO/STRN3/JAK2/CD38/TNF/NEFL/COL1A1/SCNN1A/SSTR2/NKX3-1/UGT1A1/CYP1B1/SDC1/SGK1/FOXP1/SIRT1/NR4A3/ZFP36L1/CALCOCO1/ISL1/ASS1/ADM/ABCA2/NR3C2/TGFB2/TRERF1/PCK1/ABHD2/UCP3/SLIT2/AVPR1A/ZMIZ1/PTGER2/ACTA1/BCKDHB/ACE/OXTR/ESR1/AQP1/TP63/UCN3/KLF9",65
"GO","GO:0032731","positive regulation of interleukin-1 beta production","21/2030","62/18870",9.75638961778553e-07,4.62463655823164e-05,3.4183473427106e-05,"IL6/RIPK2/IFI16/EGR1/MYD88/LGALS9/FZD5/PANX1/F2RL1/JAK2/TNF/NLRP3/NOD2/ISL1/NOD1/NAIP/GBP5/CLEC7A/TLR6/TLR4/AGER",21
"GO","GO:0032481","positive regulation of type I interferon production","23/2030","72/18870",9.79861266091788e-07,4.62463655823164e-05,3.4183473427106e-05,"OAS1/ZC3HAV1/IRF1/IRF7/ISG15/STAT1/OAS3/IFIH1/OAS2/RIPK2/DHX58/MYD88/ZBTB20/DHX36/TRAF3/TICAM1/SETD2/IKBKE/TLR3/TRAF6/STING1/ARRDC4/TLR4",23
"GO","GO:0051092","positive regulation of NF-kappaB transcription factor activity","37/2030","150/18870",9.87605712377222e-07,4.62477237499146e-05,3.4184477330557e-05,"IRAK2/TRIM22/CX3CL1/PRKD2/RIPK2/TRIM21/TRAF1/RIPK4/TRIM38/MYD88/LGALS9/EIF2AK2/BCL10/TRIM5/EP300/TICAM1/RTKN2/TRAF6/RIPK1/TNF/CIB1/NLRP3/LAMTOR5/NOD2/NOD1/PRKD1/CLEC7A/ADAM8/IL18R1/TLR6/SPHK1/PRKCQ/RFPL1/TLR4/AGER/TRIM6/RHEBL1",37
"GO","GO:1990830","cellular response to leukemia inhibitory factor","29/2030","104/18870",9.98928465748972e-07,4.64153273154988e-05,3.43083632177676e-05,"KLF4/ICAM1/PML/MTF2/ARID5B/SPOCK2/KDM5B/SOCS3/RIF1/SPRY2/SMAD7/CREB1/B3GNT2/SRSF7/RFX2/SIRT1/VEGFC/MAT2A/INA/BCAT2/NFYB/SPRY4/NR5A2/PMM1/LRAT/GLDC/TEX14/CACNB4/NEFH",29
"GO","GO:0051091","positive regulation of DNA-binding transcription factor activity","52/2030","244/18870",1.03241530041141e-06,4.7602287005123e-05,3.51857165945881e-05,"IRAK2/TRIM22/CX3CL1/PRKD2/IL6/TRIM26/RIPK2/TRIM21/TRAF1/RIPK4/TRIM38/BMP2/MYD88/LGALS9/EIF2AK2/ARID5B/EDN1/BCL10/TRIM5/EP300/TICAM1/RTKN2/IKBKE/TRAF6/RIPK1/TNF/CIB1/STING1/NLRP3/LAMTOR5/NOD2/NOD1/PRKD1/CLEC7A/ADAM8/CSF3/IL18R1/TLR6/RELN/SPHK1/PRKCQ/RFPL1/TRIM31/TLR4/DDR2/ADCY1/ESR1/AGER/TRIM6/HDAC5/NKX6-1/RHEBL1",52
"GO","GO:0140374","antiviral innate immune response","18/2030","48/18870",1.05469571230495e-06,4.82583671721823e-05,3.56706649505146e-05,"OAS1/IFIT3/IFIT2/IFIT1/IFIH1/DHX58/USP18/MX1/CXCL10/EIF2AK2/ZBP1/TRAF6/MORC3/SENP7/TNF/STING1/TRIM31/TRIM6",18
"GO","GO:0010631","epithelial cell migration","71/2030","372/18870",1.06773096003018e-06,4.84846922304614e-05,3.58379554287642e-05,"THBS1/RHOB/ZC3H12A/PLK2/KLF4/PRKD2/EPHA2/ANXA1/PDGFB/DUSP10/HDAC9/SOX9/EDN1/HBEGF/SP100/GATA3/STARD13/PTGS2/ADAMTS9/RREB1/GADD45A/TMSB4X/EFNB2/NR4A1/PFN1/NFE2L2/CORO1B/S100P/TNF/ZEB2/FGFBP1/CYP1B1/PRKCE/ID1/CIB1/HAS2/FOXP1/SIRT1/EGR3/VEGFC/FGF2/MEF2C/PLEKHG5/TGFB2/MCC/LOXL2/S100A2/IRS2/FERMT1/FAP/NOS3/EFNA1/PRKD1/KITLG/SLIT2/JCAD/SNAI1/APOE/ADGRA2/ANGPT2/BCAS3/TEK/GPLD1/PROX1/FGFR1/HYAL1/FGF1/EDN2/HDAC5/FAT2/PTN",71
"GO","GO:0006979","response to oxidative stress","75/2030","400/18870",1.08751047170276e-06,4.90115621607995e-05,3.62273967186142e-05,"RHOB/JUN/ZC3H12A/PNPT1/NCOA7/TNFAIP3/STAT1/FOS/IL6/ANXA1/EDN1/IL1A/MTF1/PTGS2/TXNIP/PLK3/RCAN1/KDM6B/NET1/SLC7A11/CPEB2/FOSL1/RBPMS/ERCC6L2/NFE2L2/GPX2/JAK2/PYCR1/ABCC1/FOXO1/CD38/ERCC6/RIPK1/MAP2K4/KLF2/COL1A1/SIRT2/ALDH3B1/TRAP1/CYP1B1/NR4A2/MMP14/SDC1/NAPRT/FOXP1/SIRT1/RAD52/DHRS2/PRDX2/DUOX1/MPV17/MGAT3/FOXO4/GGT7/ANKZF1/NOS3/UCP3/TMEM161A/PRKD1/ALOX5/PNKP/OXR1/ROMO1/RBM11/APOE/SPHK1/DDR2/SELENOP/UCP2/AQP1/TLDC2/HYAL1/TP53INP1/SMPD3/PRKN",75
"GO","GO:0046631","alpha-beta T cell activation","42/2030","181/18870",1.0977649030932e-06,4.91044987249303e-05,3.62960917291382e-05,"RARA/PTGER4/BCL3/ZC3H12A/RSAD2/IRF1/IL6/RIPK2/ANXA1/LGALS9/CD274/RC3H1/RELB/FOSL2/SOCS3/GATA3/JUNB/SMAD7/BCL6/NFKBIZ/RUNX1/VSIR/JAK2/CD83/CBLB/IL12A/PRDM1/SOCS1/FOXP1/NLRP3/TNFRSF14/BRAF/LOXL3/RUNX3/LGALS9C/IL18R1/PRKCQ/IL15/HLX/AGER/ENTPD7/RORA",42
"GO","GO:0050920","regulation of chemotaxis","50/2030","232/18870",1.16958401315921e-06,5.19295301842691e-05,3.83842425839153e-05,"THBS1/SEMA7A/DUSP1/NEDD9/CSF1/SEMA3A/PRKD2/IL6/CCL5/PDGFB/CXCL8/CXCL10/LGALS9/CCL2/EDN1/LYN/TMSB4X/EFNB2/F2RL1/MYCBP2/F3/SERPINE1/LPAR1/IL12A/CCR1/CORO1B/TNFAIP6/SEMA3D/NOD2/VEGFC/FGF2/SEMA4G/MTUS1/CXCR4/RIPOR2/PRKD1/MIF/SLIT2/PLXNA3/ADGRA2/RARRES2/ANGPT2/CXCL17/DAPK2/AGER/FGFR1/CASR/FGF1/EDN2/PTN",50
"GO","GO:2000514","regulation of CD4-positive, alpha-beta T cell activation","24/2030","78/18870",1.23036859678656e-06,5.42266865377841e-05,4.00822091631163e-05,"RARA/ZC3H12A/RIPK2/ANXA1/LGALS9/CD274/RC3H1/GATA3/JUNB/SMAD7/BCL6/NFKBIZ/RUNX1/VSIR/CD83/CBLB/SOCS1/NLRP3/LOXL3/RUNX3/LGALS9C/PRKCQ/HLX/AGER",24
